location name,nws shef id,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum
Dutch Slough below Jersey Island Rd at Jersey Island,DUJC1,11313433,38.0135326,-121.667731,MTR,CNRFC,CA,Contra Costa,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DUJC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Atlantic Coast at Duck (in MLLW),DUKN7,,36.18333333,-75.75,MHX,SERFC,NC,Dare,,EST5EDT,FALSE,,5,5.5,6,6.5,ft,,https://water.noaa.gov/gauges/DUKN7,HMIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,National Ocean Service,,FALSE,FALSE,FALSE,FALSE,,,,,,
Mississippi River Delta Basin above Houma Navigation Canal at Dulac,DULL1,7381328,29.385,-90.72972222,LIX,LMRFC,LA,Terrebonne,,EST5CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DULL1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Hargrave Creek near Dumont Franklin Ave--IFC,DUMI4,,42.756143,-93.025721,DMX,NCRFC,IA,Butler,,CST6CDT,FALSE,,-9999,991.5,-9999,-9999,ft,,https://water.noaa.gov/gauges/DUMI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Iowa Flood Center,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
12 Mile Creek near Dumont,DUMM5,,45.716,-96.348,ABR,NCRFC,MN,Traverse,,CST6CDT,FALSE,,-9999,10,12,14,ft,,https://water.noaa.gov/gauges/DUMM5,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,FALSE,,,,,,
Rough River near Dundee,DUNK2,3319000,37.5475,-86.72166667,LMK,OHRFC,KY,Ohio,,CST6CDT,FALSE,,23,25,28,30,ft,,https://water.noaa.gov/gauges/DUNK2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,392.839,,,,
Mill Brook near Dunraven,DUNN6,1414500,42.10611111,-74.73083333,BGM,MARFC,NY,Delaware,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DUNN6,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1297.18,,,,
Blanchard River near Dupont,DUPO1,4190000,41.041389,-84.226944,IWX,OHRFC,OH,Putnam,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DUPO1,HGIRA,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,USGS (04190000),,FALSE,FALSE,FALSE,FALSE,NAVD88,687.09,,,,
Guadalupe River near Bloomington,DUPT2,8177520,28.66194444,-96.96527778,CRP,WGRFC,TX,Victoria,,CST6CDT,TRUE,,20,20,24,27,ft,,https://water.noaa.gov/gauges/DUPT2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,0,,,,
Washita River near Dickson,DURO2,7331000,34.233427,-96.975845,OUN,ABRFC,OK,Carter,,CST6CDT,FALSE,,24,27,29,31,ft,,https://water.noaa.gov/gauges/DURO2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,650.45,,,,
Fanno Creek at Durham,DURO3,14206950,45.403452,-122.754819,PQR,NWRFC,OR,Washington,,PST8PDT,FALSE,,7.4,9.1,-9999,-9999,ft,,https://water.noaa.gov/gauges/DURO3,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Duchesne River near Randlett,DURU1,9302000,40.21027778,-109.7813889,GJT,CBRFC,UT,Uintah,,MST7MDT,FALSE,,11.6,13.3,14.8,15.7,ft,,https://water.noaa.gov/gauges/DURU1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,4746.96,,,,
Chippewa River (WI) at Durand,DURW3,5369500,44.6309,-91.9713,MPX,NCRFC,WI,Pepin,,CST6CDT,FALSE,,12,13,15.5,17,ft,,https://water.noaa.gov/gauges/DURW3,HGIRP,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,TRUE,TRUE,Obs courtesy of USGS (05369500),,TRUE,TRUE,TRUE,TRUE,NAVD88,692.67,,,,
Gila River at Duncan,DUUA3,9439000,32.72444444,-109.0991667,TWC,CBRFC,AZ,Greenlee,,MST7MST,FALSE,,16,20,21,22,ft,,https://water.noaa.gov/gauges/DUUA3,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,3663,,,,
Del Valle Reservoir at Del Valle Reservoir,DVAC1,,37.6139,-121.745,MTR,CNRFC,CA,Alameda,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DVAC1,HPIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Department of Water Resources,,FALSE,FALSE,FALSE,FALSE,,,,,,
St. Jones River at Dover,DVDD1,1483700,39.16361111,-75.51944444,PHI,MARFC,DE,Kent,,EST5EDT,FALSE,,5.5,6.5,8.5,10.5,ft,,https://water.noaa.gov/gauges/DVDD1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Red River near Davidson,DVDO2,7308240,34.208524,-99.08208,OUN,ABRFC,OK,Tillman,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DVDO2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Oklahoma Water Resources Board,,FALSE,FALSE,FALSE,FALSE,,,,,,
Tuscarawas River at Dover Dam Tailwater,DVLO1,3122500,40.52972222,-81.43,PBZ,OHRFC,OH,Tuscarawas,,EST5EDT,FALSE,,5.5,7.5,8,8.5,ft,,https://water.noaa.gov/gauges/DVLO1,HGIR2,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Dan River at STP near Danville,DVLV2,2075045,36.5625,-79.37,RNK,SERFC,VA,Pittsylvania,,EST5EDT,FALSE,,18,21,26,32,ft,,https://water.noaa.gov/gauges/DVLV2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,364.64,,,,
Piney Run at Dover,DVRM2,1583100,39.52055556,-76.76694444,LWX,MARFC,MD,Baltimore,,EST5EDT,FALSE,,7,8.5,14,15,ft,,https://water.noaa.gov/gauges/DVRM2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,375.16,,,,
Rockaway River at Dover,DVRN4,1379845,40.88611111,-74.56,PHI,MARFC,NJ,Morris,,GMT0GMT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DVRN4,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,561.83,,,,
Tuscarawas River at Dover Dam Pool,DVRO1,,40.55805556,-81.41277778,PBZ,OHRFC,OH,Tuscarawas,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DVRO1,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Army Corps of Engineers,,FALSE,FALSE,FALSE,FALSE,,,,,,
Thompson River (IA/MO) at Davis City,DVSI4,6898000,40.64027778,-93.8080556,DMX,MBRFC,IA,Decatur,,CST6CDT,FALSE,,8,12,20,24,ft,,https://water.noaa.gov/gauges/DVSI4,HGIRP,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,874.37,,,,
Honey Creek (OK) below Turner Falls near Davis,DVSO2,7329780,34.431755,-97.147241,OUN,ABRFC,OK,Murray,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DVSO2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,866.2,,,,
Vermillion River near Davis,DVSS2,,43.236712,-96.983728,FSD,MBRFC,SD,Turner,,CST6CDT,FALSE,,10,11,13,15,ft,,https://water.noaa.gov/gauges/DVSS2,HGIRZ,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,NGVD29,1226.47,,,,
Detrital Wash at White Hills Rd,DWCA3,,35.70222222,-114.4688889,VEF,CBRFC,AZ,Mohave,,MST7MST,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWCA3,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Mohave Cnty Flood Control District,,FALSE,FALSE,FALSE,FALSE,,,,,,
Waterloo Creek near Dorchester,DWCI4,5388310,43.4511,-91.505,ARX,NCRFC,IA,Allamakee,,CST6CDT,FALSE,,8,10,11,12,ft,,https://water.noaa.gov/gauges/DWCI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,690,,,,
Whitewood Creek at Deadwood,DWDS2,,44.386114,-103.71761,UNR,MBRFC,SD,Lawrence,,MST7MDT,FALSE,,4455,4457,4459,4464,ft,,https://water.noaa.gov/gauges/DWDS2,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,SD DANR,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Duwamish River at Duwamish,DWDW1,12113415,47.50050556,-122.2881417,SEW,NWRFC,WA,King,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWDW1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
East Fork Drywood Creek at Prairie State Park,DWEM7,6917630,37.53527,-94.55805,SGF,MBRFC,MO,Barton,,CST6CDT,FALSE,,7,8,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWEM7,HGIRG,TRUE,,1.6 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,866.79,,,,
Little Blue River near Deweese,DWEN1,6883000,40.3325,-98.06694444,GID,MBRFC,NE,Nuckolls,,CST6CDT,FALSE,,8,10,16,17,ft,,https://water.noaa.gov/gauges/DWEN1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of the USGS,,TRUE,TRUE,TRUE,TRUE,,,,,,
Antelope Creek (ND) at Dwight,DWGN8,5052500,46.31138889,-96.73416667,FGF,NCRFC,ND,Richland,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWGN8,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,906.73,,,,
Etowah River  0.2 mi downstream GA 53 near Dawsonville,DWLG1,2389050,34.3794444,-84.0647,FFC,SERFC,GA,Dawson,,EST5EDT,FALSE,,7,14,16,20,ft,,https://water.noaa.gov/gauges/DWLG1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1042.76,,,,
Diagonal Wash at State Route 66,DWMA3,,35.24444444,-113.985,VEF,CBRFC,AZ,Mohave,,MST7MST,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWMA3,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Mohave Cnty Flood Control District,,FALSE,FALSE,FALSE,FALSE,,,,,,
East Branch Delaware River at Downsville below Pepacton Dam,DWNN6,1417000,42.075,-74.97611111,BGM,MARFC,NY,Delaware,,EST5EDT,FALSE,,5.3,9,10,12,ft,,https://water.noaa.gov/gauges/DWNN6,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,1093.67,,,,
East Branch Brandywine Creek below Downingtown,DWNP1,1480870,39.96861111,-75.67361111,PHI,MARFC,PA,Chester,,EST5EDT,FALSE,,6,7,9,11,ft,,https://water.noaa.gov/gauges/DWNP1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,195,,,,
Dworshak Reservoir near Ahsahka,DWRI1,,46.515,-116.2958333,OTX,NWRFC,ID,Clearwater,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWRI1,HFIRX,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,DWR,,FALSE,FALSE,TRUE,FALSE,,,,,,
White Rock Creek at Dallas,DWRT2,8057200,32.88916667,-96.75638889,FWD,WGRFC,TX,Dallas,,CST6CDT,FALSE,,78,84,88,90,ft,,https://water.noaa.gov/gauges/DWRT2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Etowah River at GA 9 near Dawsonville,DWSG1,2389150,34.35805556,-84.11333333,FFC,SERFC,GA,Dawson,,EST5EDT,FALSE,,11,13,16,21,ft,,https://water.noaa.gov/gauges/DWSG1,HGIRG,TRUE,,0 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,1021.34,,,,
Devils Washbowl Spring near Kimberly,DWSI1,13089500,42.58972222,-114.3469444,BOI,NWRFC,ID,Jerome,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWSI1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Wills Creek at Derwent,DWTO1,3141700,39.91916667,-81.53138889,PBZ,OHRFC,OH,Guernsey,,EST5EDT,FALSE,,15,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWTO1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,781.7,,,,
Duwamish River at Tukwila,DWTW1,12113390,47.4789861,-122.2587333,SEW,NWRFC,WA,King,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DWTW1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Johns Creek at Dewey Lake,DWYK2,,37.735544,-82.729242,JKL,OHRFC,KY,Floyd,,EST5EDT,FALSE,,670,686,686,686,ft,,https://water.noaa.gov/gauges/DWYK2,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,597.3,,,,
Sabine River at Deweyville,DWYT2,8030500,30.30361111,-93.74361111,LCH,WGRFC,TX,Newton,,CST6CDT,FALSE,,23,24,26,28,ft,,https://water.noaa.gov/gauges/DWYT2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,-7.59,,,,
Rock River at Dixon,DXRI2,5442300,41.844167,-89.485833,LOT,NCRFC,IL,Lee,,CST6CDT,FALSE,,13,16,18,20,ft,,https://water.noaa.gov/gauges/DXRI2,HGIRG,TRUE,,7 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,628.51,,,,
North Fork Forked Deer River at Dyersburg,DYET1,,36.02972222,-89.38694444,MEG,LMRFC,TN,Dyer,,CST6CDT,FALSE,,14,22,26.5,29,ft,,https://water.noaa.gov/gauges/DYET1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Army Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,NGVD29,244.86,,,,
Rio Grande 14 miles S of Dryden,DYNT2,,29.81166667,-102.1508333,MAF,WGRFC,TX,Terrell,,CST6CDT,FALSE,,25,59,60,61,ft,,https://water.noaa.gov/gauges/DYNT2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Intl Boundary & Water Commission,,FALSE,FALSE,FALSE,FALSE,,,,,,
North Fork Maquoketa River at Dyersville,DYRI4,5418110,42.47055556,-91.12222222,DVN,NCRFC,IA,Dubuque,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DYRI4,HGIRG,FALSE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,924.954,,,,
Williams River (WV) at Dyer,DYRW2,3186500,38.37899915,-80.4839737,RLX,OHRFC,WV,Webster,,EST5EDT,FALSE,,9,10.5,12,15,ft,,https://water.noaa.gov/gauges/DYRW2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,TRUE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,2193.9,,,,
Wolf Creek near Dysart,DYSI4,5464220,42.25152778,-92.2988889,DMX,NCRFC,IA,Tama,,CST6CDT,FALSE,,10,12,-9999,-9999,ft,,https://water.noaa.gov/gauges/DYSI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,829.38,,,,
Dry Creek at Union City,DYUC1,11180500,37.6060452,-122.0238504,MTR,CNRFC,CA,Alameda,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/DYUC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Mississippi River at St. Louis,EADM7,7010000,38.62888889,-90.17972222,LSX,NCRFC,MO,St. Louis City,,CST6CDT,FALSE,,28,30,35,40,ft,,https://water.noaa.gov/gauges/EADM7,HGIR2,TRUE,, ,Forecasts are issued routinely year-round.,TRUE,TRUE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,379.58,,,,
Boise River at Eagle Island,EAGI1,,43.67027778,-116.3075,BOI,NWRFC,ID,Ada,,MST7MDT,TRUE,,9.7,10.1,12.7,12.9,ft,,https://water.noaa.gov/gauges/EAGI1,QRIRZ,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Looking Glass River near Eagle,EAGM4,4114498,42.82809018,-84.7594339,GRR,NCRFC,MI,Clinton,,EST5EDT,FALSE,,5,7,9,11,ft,,https://water.noaa.gov/gauges/EAGM4,HGIRZ,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,750.01,,,,
Hoosic River at Eagle Bridge,EAGN6,1334500,42.93861111,-73.37694444,ALY,NERFC,NY,Rensselaer,,EST5EDT,FALSE,,9,11,13,16,ft,,https://water.noaa.gov/gauges/EAGN6,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,355.41,,,,
Mad River above Eagle City,EAGO1,3267900,39.9642265,-83.8315962,ILN,OHRFC,OH,Clark,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/EAGO1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,903.93,,,,
Mountain Fork near Eagletown,EAGO2,7339000,34.04166667,-94.62083333,SHV,ABRFC,OK,McCurtain,,CST6CDT,FALSE,,9,11,12,14,ft,,https://water.noaa.gov/gauges/EAGO2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Cobb Creek near Eakley,EAKO2,7325800,35.290611,-98.594231,OUN,ABRFC,OK,Caddo,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/EAKO2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1369.15,,,,
Eagle River above Avon,EALC2,9067020,39.63166667,-106.5219444,GJT,CBRFC,CO,Eagle,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/EALC2,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
North Texas Lakes at Eagle Mountain Lake,EAMT2,8045000,32.8775,-97.47472222,FWD,WGRFC,TX,Tarrant,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/EAMT2,HPIRG,TRUE,,644 ft,Forecasts are not available. Only observed stages are available for this point.,TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Little River near Eatonton,EANG1,2220900,33.31388889,-83.43722222,FFC,SERFC,GA,Putnam,,EST5EDT,FALSE,,14,20,24,30,ft,,https://water.noaa.gov/gauges/EANG1,HGIRG,TRUE,,0 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,355.6,,,,
Colgan Creek near Santa Rosa,EASC1,11465690,38.40213524,-122.7330434,MTR,CNRFC,CA,Sonoma,,PST8PDT,FALSE,,104,106,108,109,ft,,https://water.noaa.gov/gauges/EASC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Moyie River at Eastport,EASI1,12306500,48.99916667,-116.1797222,OTX,NWRFC,ID,Boundary,,PST8PDT,FALSE,,8,9,10,11,ft,,https://water.noaa.gov/gauges/EASI1,HGIRG,TRUE,,2 ft,Forecasts are issued routinely year-round.,FALSE,TRUE,TRUE,IJC,,TRUE,TRUE,TRUE,TRUE,NGVD29,2620.06,,,,
Grand River near Eastmanville,EASM4,4119400,43.0241884,-86.0264354,GRR,NCRFC,MI,Ottawa,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/EASM4,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,569.09,,,,
Navasota River near Easterly,EAST2,8110500,31.17,-96.2975,FWD,WGRFC,TX,Robertson,,CST6CDT,FALSE,,17,19,23,26,ft,,https://water.noaa.gov/gauges/EAST2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Yakima River at Easton,EASW1,,47.23888889,-121.1777778,PDT,NWRFC,WA,Kittitas,,PST8PDT,FALSE,,50,51.3,-9999,-9999,ft,,https://water.noaa.gov/gauges/EASW1,HGIRR,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,FALSE,,,,,,
